customer_code,Sub_Type_V2,revenue
KEYS6311,PBS,1062.34
KEYS6311,PC,649.63
KEYS6311,PLTT,668.82
KEYS6311,PTB,695.5
KEYS6311,PUSU,1891.8
KEYS6311,RCS,705.45
KEYS6311,RFG,110.97
KEYS6311,SL.1,18304.13
KEYS6311,SPHE,75.96
KEYS6311,SPIT,35.61
KEYS6311,TPB,5575.93
KEYS6311,TRSC,439.65
KEYS6311,TW,1781.85
KEYS6311,VCWD,1409.1
KEYS6311,WTRB,963.88
KEYS6311,YDS,190.26
KILL8000,ABL,6838.29
KILL8000,BRDR,259.65
KILL8000,CFG,521.97
KILL8000,CHB,40.4
KILL8000,CHSW,218.12
KILL8000,CMLN,121.22
KILL8000,CMPR,1366.22
KILL8000,CNR,4582.57
KILL8000,DSAW.1,315.71
KILL8000,DUNI,458
KILL8000,FLO,69.5
KILL8000,FLST,408.64
KILL8000,PBS,9555.06
KILL8000,PC,322.44
KILL8000,PLTT,1116.75
KILL8000,PUSM,61.41
KILL8000,PUSU,203.64
KILL8000,SA,54.89
KILL8000,SAFL,387.92
KILL8000,SFLE,169.68
KILL8000,SUC,27.74
KILL8000,TLCR,57.37
KILL8000,TPB,19082.78
KILL8000,TRPN,1827
KILL8000,VBFX,505.2
KILL8000,VCWD,297.36
KILL8000,VSPP,104.24
KILL8000,WTRB,101.01
KING8001,AIRC,198.9
KING8001,BH,4708.8
KING8001,BRDR,124.44
KING8001,E.1.1,3613.17
KING8001,EA,160
KING8001,GEN.1,774
KING8001,KB,1396.98
KING8001,LPL,72.82
KING8001,LT,1305
KING8001,MSB,3230
KING8001,PBS,1688.31
KING8001,PC,2409.8
KING8001,PTB,1276.56
KING8001,RBE,408.98
KING8001,RCS,2032.6
KING8001,RFG,60.75
KING8001,RSDD,905.05
KING8001,RTP,1295
KING8001,SL.1,3688
KING8001,SWFT,94.4
KING8001,TPB,1097.77
KING8001,TPG,362.08
KING8001,TRPA,148.5
KING8001,WDMA,1250.94
KING8001,YDS,2482.98
KING9326,ABO,19
KING9326,AOBR,282.6
KING9326,BRDR,1851.97
KING9326,CDTR,718.9
KING9326,CFG,489.5
KING9326,CHSW,314.5
KING9326,CMPR,603.42
KING9326,CMWR,476.14
KING9326,CPTD,173.81
KING9326,DSAW.1,1491.13
KING9326,DUNI,518.12
KING9326,E.1.1,201.37
KING9326,EA,1030.8
KING9326,EMV,621
KING9326,EXFA,878.31
KING9326,EXTL,31.5
KING9326,GEN,635.93
KING9326,KB,912.47
KING9326,LPL,94.72
KING9326,LT,238
KING9326,OVEN,76
KING9326,OXYS,93.57
KING9326,PAH,3035.2
KING9326,PBS,119.98
KING9326,PC,1875.54
KING9326,PLTT,16.55
KING9326,PTB,392.17
KING9326,PUSM,1155.37
KING9326,PUSU,1577.82
KING9326,RCS,139.44
KING9326,RFG,18.46
KING9326,RPSD,6348.38
KING9326,RSDD,6819.1
KING9326,RSSD,10073.7
KING9326,RTP,155.32
KING9326,RTRY,204.75
KING9326,SA,113.97
KING9326,SAFL,105.72
KING9326,SBL,6608.56
KING9326,SCAT,85.46
KING9326,SFTY,333.56
KING9326,SL.1,6634.48
KING9326,SRCP,13
KING9326,SSC,35.14
KING9326,TPB,3014.47
KING9326,TRPN,2850.3
KING9326,URN,5
KING9326,VCCL,23.5
KING9326,VCWD,4786.85
KING9326,VMH,1843.38
KING9326,VSPP,39.5
KING9326,WHPR,91.65
KING9326,WTRB,818.96
KIRF6000,AOBR,368.37
KIRF6000,CMPR,11277.28
KIRF6000,CMPT,1538.56
KIRF6000,CSET,164.85
KIRF6000,DUNI,9909.84
KIRF6000,EXFA,19702.83
KIRF6000,EXTL,350.24
KIRF6000,GDK,450.54
KIRF6000,GEN,1512.68
KIRF6000,GEN.1,6406.05
KIRF6000,HCPE,549.52
KIRF6000,KB,5208.9
KIRF6000,LT,1541.82
KIRF6000,MCFA,4475
KIRF6000,MILD,291.72
KIRF6000,MLPD,30
KIRF6000,PC,88.08
KIRF6000,PRK,242.43
KIRF6000,PUSM,8559.78
KIRF6000,RCS,105.53
KIRF6000,SBL,1125
KIRF6000,SL.1,315
KIRF6000,TIR,213.34
KIRF6000,WDMA,3027.1
KIRF6000,YDS,534.12
KONE1007,BRDR,343.4
KONE1007,EXFA,403.28
KONE1007,PBS,2703
KONE1007,PUSU,234.18
KONE1007,SL.1,1126.15
KONE1007,TREQ,123.63
KONE1007,TRTA,58.08
KONE1007,VMH,122.45
KONE1007,WLDR,62
LAMP8339,CMPR,191.8
LAMP8339,DRMB,103.96
LAMP8339,IWR,73.66
LAMP8339,KB,4812.8
LAMP8339,LT,1388
LAMP8339,PC,51.09
LAMP8339,RPSD,11002.95
LAMP8339,RSDD,179.73
LAMP8339,RSSD,55955.96
LAMP8339,SBL,2552.44
LAMP8339,WDMA,1115.9
LANS1022,ABL,2568.17
LANS1022,AIRC,184.5
LANS1022,AOBR,230.42
LANS1022,BRDR,3162.72
LANS1022,CDS,138
LANS1022,CFG,442
LANS1022,CHEP,46.5
LANS1022,CHSW,537.13
LANS1022,CMPR,3355.92
LANS1022,CMPR.1.1,115.2
LANS1022,CNR,4018.54
LANS1022,CPTD,154.6
LANS1022,DRMB,201.6
LANS1022,DSAW.1,1439.53
LANS1022,DUNI,667.2
LANS1022,E.1.1,4117.02
LANS1022,EVBR,920.25
LANS1022,EXFA,980.06
LANS1022,FKT,639
LANS1022,FST,1068.8
LANS1022,GDK,4493.2
LANS1022,GEN,1266.85
LANS1022,GEN.1,10764
LANS1022,GRAG,20.3
LANS1022,KB,21858.46
LANS1022,LBLW,173.79
LANS1022,LT,292.22
LANS1022,MCFA,328.78
LANS1022,MILD,213.38
LANS1022,MLCH,52.12
LANS1022,NGA,459.68
LANS1022,OXYS,209.44
LANS1022,PBS,7602.92
LANS1022,PC,266.04
LANS1022,PFAN,146.14
LANS1022,PLTT,787.05
LANS1022,PTB,1365.3
LANS1022,PUSM,868.56
LANS1022,PUSU,3524.04
LANS1022,RP,154.5
LANS1022,SA,63.2
LANS1022,SBL,349.5
LANS1022,SCBR,1784.96
LANS1022,SDCV,39.7
LANS1022,SL.1,41238.73
LANS1022,SPHE,518.4
LANS1022,SSL,2048.94
LANS1022,TPB,4489.75
LANS1022,TRBC,17.5
LANS1022,TREQ,117.27
LANS1022,TRPN,668.5
LANS1022,TRSC,45
LANS1022,TRTI,254.1
LANS1022,TW,186.49
LANS1022,VBFX,143.6
LANS1022,VCWD,60
LANS1022,VMH,214.3
LANS1022,VSPP,3944.11
LANS1022,WBHD,179.2
LANS1022,WDMA,1110.87
LANS1022,WHPR,50.14
LANS1022,WLDR,1297.39
LANS1022,WSTE,1119.36
LANS1022,WTRB,5211.63
LARS6002,AOBR,74.4
LARS6002,CMPR,214.04
LARS6002,CNR,852.15
LARS6002,DRMB,85.29
LARS6002,DSAW.1,188.98
LARS6002,EVBR,97.24
LARS6002,LT,144.52
LARS6002,PC,149.2
LARS6002,PHD,154
LARS6002,PUSU,44.88
LARS6002,RCS,58.04
LARS6002,SAW.1,220.55
LARS6002,STGR,90.41
LARS6002,SWU,1358
LARS6002,TPB,10279
LARS6002,VMH,787.3
LEBL5514,AOBR,160.81
LEBL5514,AORD,922.89
LEBL5514,BRDR,3878.95
LEBL5514,BRSC,148.68
LEBL5514,CMPR,3352.72
LEBL5514,CNBF,64.65
LEBL5514,CNCS,227.08
LEBL5514,DLV,307.56
LEBL5514,DRLC,45.25
LEBL5514,DRMB,921.18
LEBL5514,DSAW.1,200.24
LEBL5514,DUNI,898.55
LEBL5514,E.1.1,2155.59
LEBL5514,GEN,73.82
LEBL5514,HH.1,205.25
LEBL5514,KB,242.42
LEBL5514,LPL,478.12
LEBL5514,PC,446.65
LEBL5514,PUSU,869.96
LEBL5514,RCS,1755.74
LEBL5514,RSDD,215.76
LEBL5514,SCBR,98.59
LEBL5514,SSL,1508.57
LEBL5514,TEL,501
LEBL5514,TRBC,62.22
LEBL5514,TREQ,41.21
LEBL5514,VBFX,1179.81
LEBL5514,VSPP,185.86
LEBL5514,WLDR,58.99
LEBL5514,WTRB,587
LEDO8509,ABO,50.22
LEDO8509,AIRC,322.77
LEDO8509,AOBR,38.55
LEDO8509,ATK,179.86
LEDO8509,BRDR,69.35
LEDO8509,BRSC,73.16
LEDO8509,CDS,54.26
LEDO8509,CHEP,110.03
LEDO8509,CHSW,576
LEDO8509,CMPR,1467.61
LEDO8509,CMPR.1.1,67.45
LEDO8509,CNR,4876.3
LEDO8509,COOL,424.5
LEDO8509,DSAW.1,649.69
LEDO8509,DUNI,1793.2
LEDO8509,E.1.1,721
LEDO8509,GEN,401.88
LEDO8509,HAC,3492
LEDO8509,HYHP.1,1360
LEDO8509,HYTK,544.02
LEDO8509,IWR,51.05
LEDO8509,LBLW,258.04
LEDO8509,MILD,271.84
LEDO8509,OVEN,215.18
LEDO8509,PBS,9100.14
LEDO8509,PC,425.74
LEDO8509,PHH,295.18
LEDO8509,PTB,8386.35
LEDO8509,PULG,619.04
LEDO8509,PUSL,1468.2
LEDO8509,PUSM,1970.15
LEDO8509,RCS,167.8
LEDO8509,RFG,152.25
LEDO8509,RSDD,3112.9
LEDO8509,RSSD,5994.22
LEDO8509,SCBR,4801.52
LEDO8509,STGR,150
LEDO8509,TLI,5234.03
LEDO8509,TM,805.24
LEDO8509,TPB,6623.17
LEDO8509,TRTI,2700
LEDO8509,TURF,275.52
LEDO8509,WHPR,118.1
LEDO8509,WTRB,636.5
LEOF9424,DSAW.1,121.21
LEOF9424,E.1,1777.78
LEOF9424,E.1.1,323.23
LEOF9424,EA,83.58
LEOF9424,GA,36174.47
LEOF9424,KB,1005.98
LEOF9424,PUSM,1212.12
LEOF9424,RMTP,3940.2
LEOF9424,RSDD,4954.32
LEOF9424,RSSD,6779.53
LEOF9424,SL.1,1777.78
LEON6004,CBKE,722.94
LEON6004,CMPT,3397
LEON6004,CNR,2314
LEON6004,CPHP,951.61
LEON6004,CPW,306.06
LEON6004,CUTR,1779.67
LEON6004,GEN,371.04
LEON6004,GEN.1,1003.2
LEON6004,HCPE,2365.28
LEON6004,PLTT,159.66
LEON6004,RCS,4994.09
LEON6004,SL.1,13932
LEON6004,VMH,946.2
LEON6004,WLCS,158.55
LETO6000,ABL,8400
LETO6000,BRDR,238.58
LETO6000,CMPR,6025.27
LETO6000,CPHP,142.28
LETO6000,DSAW.1,85
LETO6000,FKT,1119.88
LETO6000,GPC,115.82
LETO6000,KB,6206.58
LETO6000,LT,4875.64
LETO6000,SBL,501.02
LETO6000,SL.1,28222.69
LETO6000,SPHE,1956.77
LETO6000,WDMA,1246.44
LIAN6000,ABL,3520.84
LIAN6000,BRDR,3471.86
LIAN6000,CFG,2097.19
LIAN6000,CHSW,104.99
LIAN6000,CMPR,161.62
LIAN6000,CMWR,192.32
LIAN6000,CTM,388.6
LIAN6000,DRLH,672.36
LIAN6000,DSAW.1,1373.33
LIAN6000,DUNI,56.09
LIAN6000,E.1.1,3583.84
LIAN6000,EVTI,4655
LIAN6000,EXFA,267.65
LIAN6000,FLO,107.25
LIAN6000,FLST,627.08
LIAN6000,GEN,405.45
LIAN6000,LBLW,60.86
LIAN6000,LPL,132.36
LIAN6000,MILD,809.7
LIAN6000,OXYS,1454.87
LIAN6000,PBS,6213.74
LIAN6000,PC,2962.27
LIAN6000,PHD,421.83
LIAN6000,PLTT,2020.23
LIAN6000,PTB,1112.38
LIAN6000,PUSU,847.34
LIAN6000,RCD,734.53
LIAN6000,RCS,778.03
LIAN6000,RSDD,1800
LIAN6000,RSSD,1467.28
LIAN6000,SA,919
LIAN6000,SAW.1,242.43
LIAN6000,SBM,288.47
LIAN6000,SCBR,90.51
LIAN6000,SFTY,77.58
LIAN6000,SL.1,882.42
LIAN6000,SSC,3739.73
LIAN6000,SSL,946.92
LIAN6000,STLK,134.66
LIAN6000,SWTS,74.34
LIAN6000,TPB,1351.36
LIAN6000,VBFX,73
LIAN6000,VCCL,1011.72
LIAN6000,VCWD,2448.52
LIAN6000,VMH,941.22
LIAN6000,VSPP,979.92
LIAN6000,WLCS,170.51
LIAN6000,WTRB,965.65
LIBE8555,AOBR,262.65
LIBE8555,CMPR,657.55
LIBE8555,DRLC,281.16
LIBE8555,DUNI,170.55
LIBE8555,FTRA,2241.62
LIBE8555,GEN.1,6044.28
LIBE8555,IWR,343.45
LIBE8555,KB,27586.56
LIBE8555,PHD,101.98
LIBE8555,VBFX,167.28
LISC1424,CMPR,1469.89
LISC1424,CNR,1264
LISC1424,EXFA,91.64
LISC1424,GEN,462.24
LISC1424,GFNG,377.05
LISC1424,IMWR,205.68
LISC1424,KB,156.44
LISC1424,SCBR,796.64
LISC1424,VBFX,487.26
LISC1424,WTRB,3542.12
LITT6000,ABL,437.24
LITT6000,AOBR,390.18
LITT6000,AORD,438.75
LITT6000,BCAR,75.15
LITT6000,BRDR,78.38
LITT6000,CMPR,5691.52
LITT6000,DSAW.1,116.25
LITT6000,DUNI,336.87
LITT6000,E.1.1,9988.2
LITT6000,FLST,135.76
LITT6000,GEN,165.45
LITT6000,GEN.1,1500
LITT6000,HH.1,200
LITT6000,LPL,400
LITT6000,MEB,28.4
LITT6000,PC,1668.28
LITT6000,PTB,1120
LITT6000,PULG,648.08
LITT6000,PUSM,362.42
LITT6000,RCS,1607.81
LITT6000,RMTP,3594.3
LITT6000,RP,1582.62
LITT6000,RPSD,10668.92
LITT6000,RSAW,923.65
LITT6000,RSDD,16430.5
LITT6000,RSSD,2925
LITT6000,RTP,2040
LITT6000,SAW.1,84.04
LITT6000,SCBR,346.66
LITT6000,SSL,10650
LITT6000,TPB,2973.99
LITT6000,TRTI,25627.36
LITT6000,UTE,1450
LITT6000,VBFX,143.84
LITT6000,VCWD,96.97
LITT6000,WC,1750
LITT6000,WLDR,235.14
LITT6000,WSTE,349.86
MACA8232,AOBR,3621.06
MACA8232,ASC,198.02
MACA8232,BRSC,457.4
MACA8232,CDS,708.4
MACA8232,CHSW,152.86
MACA8232,CMPR,5956.01
MACA8232,CNR,2814.12
MACA8232,CPHP,156.86
MACA8232,DSAW.1,74.99
MACA8232,DUNI,1136.26
MACA8232,E.1,17484.31
MACA8232,E.1.1,13203.68
MACA8232,EBS,5704.88
MACA8232,ECW,251.68
MACA8232,ER,3997.5
MACA8232,ESC,326.16
MACA8232,GEN,3802.35
MACA8232,GEN.1,17601.3
MACA8232,HYDM,86.88
MACA8232,HYFS,49.61
MACA8232,HYWC,204.78
MACA8232,LT,2265.16
MACA8232,PBS,9233.5
MACA8232,PC,1014.01
MACA8232,PRK,308.6
MACA8232,PULG,1208.82
MACA8232,PUSM,2258.23
MACA8232,PUSU,40.62
MACA8232,RCS,1818.92
MACA8232,RSDD,3150.35
MACA8232,TPB,11858.28
MACA8232,TREQ,36.01
MACA8232,TRTI,954.84
MACA8232,VBFX,41.85
MACD4622,AB,86.94
MACD4622,AD.1,163.02
MACD4622,AOBR,117.18
MACD4622,AOCH,26.61
MACD4622,BRDR,3648.38
MACD4622,BRSC,33.13
MACD4622,CDS,406
MACD4622,CHSW,485.64
MACD4622,CMPR,75270.23
MACD4622,DSAW.1,324.49
MACD4622,DUNI,479.38
MACD4622,E.1.1,447.04
MACD4622,EXFA,632.58
MACD4622,FKT,5272.02
MACD4622,FLO,502.26
MACD4622,GEN,7175.82
MACD4622,GEN.1,21293.74
MACD4622,GRAG,221.78
MACD4622,OXYS,69.2
MACD4622,PC,158.37
MACD4622,PTHT,118.6
MACD4622,PUSM,344.12
MACD4622,PUSU,8763.94
MACD4622,RBB,1412.04
MACD4622,SAW.1,65.52
MACD4622,SNDB,30.71
MACD4622,SSL,590.74
MACD4622,TPB,182.02
MACD4622,TRFB,2465.93
MACD4622,TRTI,1025.15
MACD4622,UTE,3203.4
MACD4622,VCWD,168.2
MACD4622,VMH,257.14
MACD4622,VSPP,56.34
MACD4622,WHPR,167.14
MACD4622,WTRB,2469.91
MACK4222,CFG,112.32
MACK4222,DUNI,203.64
MACK4222,E.1,1650.9
MACK4222,GA,2101.83
MACK4222,GEN,89.94
MACK4222,GL7,525.2
MACK4222,PBS,576
MACK4222,PULG,307.88
MACK4222,PUSL,407.27
MACK4222,PUSM,175.65
MACK4222,RPSD,13864.4
MACK4222,RSDD,220.61
MACK4222,RSSD,1390.72
MACK4222,TPB,3678.32
MACK4222,UTE,1641.97
MACK4222,WC,22025.82
MACQ6008,CHA,7791.84
MACQ6008,CHB,2931.96
MACQ6008,CMLN,2482.56
MACQ6008,CMPR,882.42
MACQ6008,GEN.1,161.62
MACQ6008,GRDR,2880.24
MACQ6008,GRDS,261.84
MACQ6008,HDC,1410
MACQ6008,KB,2890.03
MACQ6008,LT,8625
MACQ6008,PHH,6866.53
MACQ6008,PULG,8451.03
MACQ6008,PUSL,2443.63
MACQ6008,PUSU,4924.86
MACQ6008,SBL,6584.24
MACQ6008,TPB,1296
MACQ6008,VCWD,2831.18
main1018,ABL,24034.72
main1018,AIRC,315
main1018,AOBR,227.62
main1018,BRDR,3462.75
main1018,CBC,89.5
main1018,CDS,246.98
main1018,CFG,900.11
main1018,CHSW,516.02
main1018,CMPR,3374.71
main1018,CNR,3078.7
main1018,COOL,2089.77
main1018,CPTD,329.2
main1018,DRLH,71.04
main1018,DRLS,14.58
main1018,DSAW.1,1918.73
main1018,DUNI,488.56
main1018,EA,28.53
main1018,EXFA,341.45
main1018,FAR,420
main1018,FKT,919.1
main1018,FLO,421.74
main1018,FLST,144.12
main1018,GDK,375.06
main1018,GEN,5591.03
main1018,GEN.1,2335.17
main1018,KB,4077.08
main1018,LMWR,65.34
main1018,LT,2061.64
main1018,LVL,95.12
main1018,MILD,116.08
main1018,MLBK,27.46
main1018,MSB,365.16
main1018,NGA,437.58
main1018,OXYS,1602.6
main1018,PBS,33154.69
main1018,PC,443
main1018,PHD,56
main1018,PLTT,507.93
main1018,PUSM,460.03
main1018,PUSU,1600.88
main1018,RBB,422.05
main1018,RCBC,151.4
main1018,RFG,143.42
main1018,RSDD,1963.13
main1018,SA,57.08
main1018,SBL,503.08
main1018,SL.1,6586.56
main1018,SNDB,61.38
main1018,SPHE,1079.58
main1018,SSC,735
main1018,SSRG,82.02
main1018,TAL,29.7
main1018,TEL,12000
main1018,THEO,312.37
main1018,TPB,3871.3
main1018,TREQ,33.44
main1018,TW,268.56
main1018,VBFX,29.18
main1018,VCWD,2547.39
main1018,VM ,243.46
main1018,VMH,293.04
main1018,VSPP,273.21
main1018,WHPR,91.07
main1018,WLCS,142.7
main1018,WLDR,36.56
main1018,WSTE,4594.36
main1018,WTRB,143.2
MANI3658,AOBR,1081.3
MANI3658,BRDR,778.64
MANI3658,CHB,274.6
MANI3658,CHSW,427
MANI3658,CMLN,183.3
MANI3658,CMPR,9633.8
MANI3658,DRMB,436.23
MANI3658,DSAW.1,502.94
MANI3658,E.1.1,626.45
MANI3658,GDK,376
MANI3658,GEN,1243.17
MANI3658,PC,237.42
MANI3658,RP,304.64
MANI3658,RPSD,760
MANI3658,SA,83.56
MANI3658,SBL,1320.24
MANI3658,SL.1,686.16
MANI3658,TM,1033.87
MANI3658,TPB,528.57
MANI3658,TREQ,242.4
MANI3658,TRTI,164.04
MANI3658,UTE,227.88
MANI3658,VCWD,403.95
MANI3658,VSPP,939.2
MANI3658,WDMA,2293.53
MANI3658,WEOV,256.16
MANI3658,WLDR,276.36
MANT3710,ABL,30419.21
MANT3710,AOCH,290.64
MANT3710,BRDR,4629.53
MANT3710,CFG,319.25
MANT3710,CMPR,562.88
MANT3710,CMWR,1439.9
MANT3710,CNR,1981
MANT3710,DLV,215.32
MANT3710,DSAW.1,2501.36
MANT3710,DUNI,280.02
MANT3710,EA,609.6
MANT3710,EXFA,554.85
MANT3710,FLO,288.4
MANT3710,GDK,243.66
MANT3710,GEN,4928.04
MANT3710,GEN.1,4876.3
MANT3710,GRAG,17.28
MANT3710,KB,3602.42
MANT3710,LPL,1890.6
MANT3710,LT,1941.44
MANT3710,MCFA,74.43
MANT3710,MILD,393.81
MANT3710,NGA,275.2
MANT3710,OXYS,86.5
MANT3710,PBS,18310.53
MANT3710,PC,644.18
MANT3710,PLTT,18.9
MANT3710,PUSM,68.36
MANT3710,PUSU,206.55
MANT3710,RCBC,281.68
MANT3710,RCS,211.25
MANT3710,RPSD,785.92
MANT3710,RSDD,3843.27
MANT3710,SAW.1,686.63
MANT3710,SBL,6578.72
MANT3710,SL.1,11816.44
MANT3710,SLSM,51.95
MANT3710,SPHE,79.92
MANT3710,SWTS,165.28
MANT3710,SWU,810.18
MANT3710,TPB,5116.08
MANT3710,TREQ,30.66
MANT3710,TRFB,252.16
MANT3710,TRTI,904.08
MANT3710,TW,368.34
MANT3710,VBFX,186.69
MANT3710,VBSF,39.76
MANT3710,VBSX,35.65
MANT3710,VCCL,277.69
MANT3710,VCWD,3097.4
MANT3710,VM ,135.71
MANT3710,VMH,244.9
MANT3710,VSPP,146.79
MANT3710,WBHD,38.06
MANT3710,WHPR,259.72
MANT3710,WLCS,62.64
MANT3710,WSTE,2407.86
MANT3710,WTRB,2591.54
Mar-44,BRDR,101.01
Mar-44,CFG,298.17
Mar-44,CPTD,180.24
Mar-44,DSAW.1,145.45
Mar-44,DUNI,56.85
Mar-44,EXTL,167.95
Mar-44,FLST,225
Mar-44,GEN,108.12
Mar-44,GEN.1,1032.91
Mar-44,LHST,7650
Mar-44,PC,309.34
Mar-44,PUSU,124.28
Mar-44,VBFX,54.14
Mar-44,VMH,968.89
Mar-44,VSPP,104.24
MARI6016,BRDR,206.16
MARI6016,CDS,1612.96
MARI6016,CDVP,29.1
MARI6016,CMPR,65084.76
MARI6016,CNR,1274.5
MARI6016,EF,245.68
MARI6016,EXFA,1450.84
MARI6016,FL,247.8
MARI6016,GEN,2361.47
MARI6016,PFFT,214.54
MARI6016,SSC,269.45
MARI6016,SWMC,58.18
MARI6016,TPB,1557.83
MARI6016,TRBC,86.36
MARI6016,TRNS,119.78
MARI6016,TRWC,107.47
MARI6016,WDMA,366.06
MARI6016,WLDR,283.9
MARI6016,WTRB,1109.81
MEGG7581,CMPT,1069.11
MEGG7581,CRIM,101.82
MEGG7581,DSAW.1,100.12
MEGG7581,GEN,537.11
MEGG7581,GEN.1.1.1,108429.75
MEGG7581,HCPE,391.9
MEGG7581,PC,74.67
MEGG7581,RCS,97.58
MEGG7581,SL.1,933.31
MEGG7581,TM,496.16
MEGG7581,TREQ,82.42
MEGG7581,VCCL,66.26
METR6021,ABL,4219.5
METR6021,CMPR,345.24
METR6021,CMWR,1507.61
METR6021,E.1.1,2682.8
METR6021,GEN,1819.24
METR6021,GEN.1,215.4
METR6021,KB,3978.05
METR6021,LT,11405.25
METR6021,MILD,2354.5
METR6021,MLBK,602.48
METR6021,PC,468.42
METR6021,PULG,16014.6
METR6021,PUSU,93.36
METR6021,RCS,657.68
METR6021,RPSD,12393.57
METR6021,RSDD,1613.44
METR6021,RSSD,2417.69
METR6021,RTP,2735.68
METR6021,SL.1,78.24
METR6021,TPB,1525.95
METR6021,VCCL,621.53
METR6021,WSTE,549.61
METS8381,ABL,2296.15
METS8381,CHB,3749.72
METS8381,CPHP,172.32
METS8381,GEN.1,5656.53
METS8381,GPC,101.82
METS8381,GRDR,2947.28
METS8381,GRDT,1354.32
METS8381,HTQ,20
METS8381,HYCY,333.2
METS8381,ILPG,49.44
METS8381,LFTG,274.4
METS8381,TIR,209.25
METS8381,TQA,225
METS8381,TQC,135
METS8381,TRPN,954.48
METS8381,WSTE,922.86
METS8381,WTRT,770
MICH5297,AOBR,277.48
MICH5297,AORD,48.58
MICH5297,BH,872
MICH5297,CMPR,595.93
MICH5297,CPH,150.5
MICH5297,CSET,983.43
MICH5297,DSAW.1,1297.2
MICH5297,DUNI,150.6
MICH5297,E.1,3288.6
MICH5297,EA,23.82
MICH5297,EF,85.5
MICH5297,EXFA,1248.26
MICH5297,FLO,56
MICH5297,GDK,2763.6
MICH5297,GEN,8145.21
MICH5297,GEN.1,77.94
MICH5297,GLL,19.62
MICH5297,IFL,356.61
MICH5297,KB,2892.78
MICH5297,LMWR,90.1
MICH5297,MILD,471.16
MICH5297,MLBK,56.8
MICH5297,OVEN,37
MICH5297,PBS,232
MICH5297,PC,6483.62
MICH5297,PFFT,1174.8
MICH5297,PRK,1926.33
MICH5297,PUSM,2075.19
MICH5297,PUSU,523.27
MICH5297,RBE,535.08
MICH5297,RCS,118.14
MICH5297,RFG,74
MICH5297,RP,95.96
MICH5297,RPSD,15470.73
MICH5297,RSAW,43.29
MICH5297,RSDD,20532.39
MICH5297,RSSD,2530.4
MICH5297,SAW.1,107.2
MICH5297,SBL,272.51
MICH5297,SL.1,211.76
MICH5297,SPIT,106.83
MICH5297,SSL,16103
MICH5297,TPB,3829.29
MICH5297,TPG,3115.9
MICH5297,TREQ,28.82
MICH5297,TRPN,411.6
MICH5297,TRTI,2928.18
MICH5297,TURF,110.47
MICH5297,VBFX,1578.24
MICH5297,VCWD,860.07
MICH5297,WC,453.15
MICH5297,WDMA,3037.61
MICH5297,WHPR,192.19
MICH5297,WTRB,757.52
MICH5297,YDS,126.84
MIDC6006,ABL,678.72
MIDC6006,AOBR,201.56
MIDC6006,BRDR,350.42
MIDC6006,CMPR,281.49
MIDC6006,DSAW.1,777.36
MIDC6006,DUNI,84
MIDC6006,E.1,2201.2
MIDC6006,E.1.1,27653.83
MIDC6006,EH,1564.44
MIDC6006,GEN,1222.94
MIDC6006,GEN.1,509.1
MIDC6006,ITC,7280.76
MIDC6006,KB,322.96
MIDC6006,MILD,238.38
MIDC6006,PC,169.54
MIDC6006,PUSM,84
MIDC6006,RCS,131.48
MIDC6006,RSAW,2348.96
MIDC6006,RSDD,244.04
MIDC6006,RSSD,339.39
MIDC6006,TM,917.52
MIDC6006,TPB,73.57
MIDC6006,TW,98.28
MIDC6006,WHPR,155
MIDC9655,AOBR,100.44
MIDC9655,BRDR,259.13
MIDC9655,CMPR,305.63
MIDC9655,CTM,100.2
MIDC9655,DG7,90.84
MIDC9655,DSAW.1,863.63
MIDC9655,E.1.1,4151.19
MIDC9655,LBLW,545.5
MIDC9655,LT,76193.04
MIDC9655,OXYS,70
MIDC9655,PC,565.66
MIDC9655,RCD,305.46
MIDC9655,RCS,1866.7
MIDC9655,RMTP,460.61
MIDC9655,RPSD,11090.11
MIDC9655,RSAW,103.43
MIDC9655,RSDD,596.27
MIDC9655,RSSD,5585.4
MIDC9655,SSL,315.64
MIDC9655,TLI,33935.6
MIDC9655,TPB,1435.8
MIDC9655,TRBC,271.5
MIDC9655,TURF,213.34
MIDC9655,VSPP,104.24
MIDC9655,WL,577.78
MIKC8920,AOBR,327.44
MIKC8920,BRDR,284.29
MIKC8920,CMPR,1768.34
MIKC8920,CMPR.1.1,328.09
MIKC8920,CMXR,460.6
MIKC8920,CSET,871.2
MIKC8920,DUNI,60.61
MIKC8920,E.1,23450
MIKC8920,ER,1612.5
MIKC8920,GEN.1,83.23
MIKC8920,HTP,2302.99
MIKC8920,LFTG,238.84
MIKC8920,MILD,1584.24
MIKC8920,NGGF,459.3
MIKC8920,PC,10037.07
MIKC8920,PRK,1742.18
MIKC8920,QUE,662.56
MIKC8920,RBB,174.6
MIKC8920,RCS,1103.1
MIKC8920,RSDD,1478.89
MIKC8920,SL.1,2016.95
MIKC8920,SSL,325
MIKC8920,TPB,240
MIKC8920,TQW,3454.58
MILB9500,AOBR,3148.28
MILB9500,BRDR,555.13
MILB9500,BRSC,96.62
MILB9500,CBA,519.35
MILB9500,CHS,792
MILB9500,CMPR,7400.28
MILB9500,CNR,477
MILB9500,DG7,2841.34
MILB9500,DUNI,123.39
MILB9500,EXFA,48.28
MILB9500,GDK,3285.41
MILB9500,GL7,329.56
